molecule_chembl_id,Smiles,pIC50,bioactivity_class
CHEMBL1818040,CNC[C@H](CC(C)(C)C)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2ccccc2Oc2ccccc2)C1,6.377,1
CHEMBL436543,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CN1C(=O)CSc2ccncc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCn1ccnc1,7.42,1
CHEMBL1824642,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2cnccc2n1-c1ccccc1,6.699,1
CHEMBL1795903,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)cc(OCCOC)c1,7.921,1
CHEMBL1910322,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccncc2)c2cccc(F)c12)C1CC1,9.0,1
CHEMBL1910308,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ncco2)c2cccc(F)c12)C1CC1,10.222,1
CHEMBL3403986,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2OCc2cccc(-c3ccccc3)c2)C(C)C)ccc1OC,5.959,0
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,9.301,1
CHEMBL495607,CCOCCCO[C@@H](c1cccc(F)c1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,7.959,1
CHEMBL496225,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCCOC)c2cccc(F)c2)C1,7.237,1
CHEMBL3318942,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)c(OCCCOC)n2)C2CC2)C1.Cl,8.222,1
CHEMBL1923120,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1cccc2ccccc12)C1CC1,9.097,1
CHEMBL1923108,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OCCc2ccccc23)C2CC2)cc(OCCOC)c1,6.409,1
CHEMBL4130200,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](CO)C2)nc2ccccc21,8.824,1
CHEMBL4126609,COCCCCc1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nc2n1CCCC2,8.481,1
CHEMBL86410,CC(C)CCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)N1C(=O)CCC(c2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C1=O,7.585,1
CHEMBL503129,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(Cl)cc(F)cc4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,6.59,1
CHEMBL453778,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4ccc(Cl)cc4)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,8.155,1
CHEMBL504443,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(Cc3cccc(Cl)c3Cl)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,9.699,1
CHEMBL455047,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)NCc3ccccc3Cl)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,6.936,1
CHEMBL500205,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3Cl)[C@H]3CN(C)C[C@@H](C2)N3)cc1,8.284,1
CHEMBL502200,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3Cl)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,8.495,1
CHEMBL448175,NC(=O)CCC(=O)N1CC2CC(c3ccc(CCCOc4c(F)ccc(F)c4F)cc3)=C(C(=O)N(Cc3ccccc3Cl)C3CC3)C(C1)N2,9.26,1
CHEMBL470878,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4ccccc4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,8.31,1
CHEMBL447104,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4ccccc4)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,8.071,1
CHEMBL511054,COc1ccccc1OCCCc1ccc(C2=C(C(=O)N(Cc3cccc(Cl)c3Cl)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,7.721,1
CHEMBL454711,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4ccccc4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,8.854,1
CHEMBL509480,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(Cc3ccnc(C)c3OC)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,8.854,1
CHEMBL503443,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4c(F)ccc(F)c4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,7.469,1
CHEMBL454711,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4ccccc4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,6.726,1
CHEMBL3143480,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)(C)N)C(C)C)C(=O)NCc1ccccn1,9.538,1
CHEMBL1796071,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2c(Br)cccc21,10.155,1
CHEMBL1796073,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3ccccc3)c3cccc(F)c23)C2CC2)cc1=O,9.208,1
CHEMBL1910318,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccc(OC(F)F)cc2)c2cccc(F)c12)C1CC1,6.886,1
CHEMBL1910322,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccncc2)c2cccc(F)c12)C1CC1,10.097,1
CHEMBL1910312,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cnoc2)c2cccc(F)c12)C1CC1,8.553,1
CHEMBL1910289,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2cccc(F)c2)C2CC2)cc(OCCOC)c1,7.208,1
CHEMBL557063,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(OCCCOC)c1)C(C)C,8.699,1
CHEMBL560486,COCCCOc1cc(CN(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,8.155,1
CHEMBL1910311,Cc1noc(Cn2cc(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)c3c(F)cccc32)n1,9.377,1
CHEMBL557193,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,9.0,1
CHEMBL556165,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCOCC)c1)C(C)C.Cl,7.495,1
CHEMBL1910287,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2cccc(OC)c2)C2CC2)cc(OCCOC)c1,6.857,1
CHEMBL266891,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)C)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,4.301,0
CHEMBL377625,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,5.0,0
CHEMBL329808,NC1CCN(S(=O)(=O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,9.268,1
CHEMBL329808,NC1CCN(S(=O)(=O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,9.155,1
CHEMBL3142193,CC[C@H](C)[C@H](NC(=O)C(F)(F)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,8.886,1
CHEMBL265485,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)OC(=O)N1CCOCC1,9.086,1
CHEMBL591813,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNS(N)(=O)=O)c2cccc(Cl)c2)C1,7.337,1
CHEMBL591578,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,9.319,1
CHEMBL589399,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(C)=O)c2cccc(Cl)c2)C1,7.796,1
CHEMBL1910309,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccon2)c2cccc(F)c12)C1CC1,9.824,1
CHEMBL1910307,CONC(=O)Cn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)cccc21,9.347,1
CHEMBL496808,COCCCC[C@@](O)(c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CN)CC2CCCCC2)C1,7.678,1
CHEMBL3318938,COCCCn1cc(CN(C(=O)[C@H]2CNC[C@@H](C(=O)Nc3c(C)cccc3OC)C2)C2CC2)c2ccccc21,8.699,1
CHEMBL372416,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCCO)CCC3)cc1,7.432,1
CHEMBL3318930,Cc1ccc(S(=O)(=O)N[C@@H]2CNC[C@H](C(=O)NC(c3ccccc3)c3ccccc3)C2)cc1,5.921,0
CHEMBL2204739,CC(C)CC(CC(C)C)NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1.O=C(O)/C=C/C(=O)O,8.796,1
CHEMBL2046465,COCOc1ccccc1N1CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)CC1=O.O=C(O)/C=C/C(=O)O,8.854,1
CHEMBL3916704,COCCCNc1nc(C(C)(C)C)ncc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(N)=O)C1,8.347,1
CHEMBL3401537,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)C(C)C)ccc1OC,8.097,1
CHEMBL330474,CSC[C@H](NC(=O)[C@@H](CC(=O)N1CCC(N)CC1)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CCc1ccccn1,9.585,1
CHEMBL193811,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccccc2)cc1,5.155,0
CHEMBL193831,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2cc(F)cc(F)c2)cc1,5.796,0
CHEMBL196348,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2cccc(Cl)c2)cc1,6.481,1
CHEMBL196986,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(Cl)cc2)cc1,6.523,1
CHEMBL370804,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccccc2F)cc1,6.638,1
CHEMBL196542,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccccn2)cc1,6.0,1
CHEMBL196547,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@H]2COCc2ccc(F)cc2)cc1,5.253,0
CHEMBL3674431,CCOC[C@H](NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)C1)C(C)C,9.046,1
CHEMBL2204739,CC(C)CC(CC(C)C)NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1.O=C(O)/C=C/C(=O)O,8.796,1
CHEMBL3143479,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)(C)N)C(C)C)C(=O)NCc1cccc[n+]1[O-],9.367,1
CHEMBL1910321,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccnc2)c2cccc(F)c12)C1CC1,8.469,1
CHEMBL1910316,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccccc2OC(F)F)c2cccc(F)c12)C1CC1,8.824,1
CHEMBL3318953,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OC)c(C(C)C)cn2)C2CC2)C1,9.046,1
CHEMBL592762,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2)C1,8.745,1
CHEMBL1910310,Cc1cc(Cn2cc(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)c3c(F)cccc32)no1,9.444,1
CHEMBL591341,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2ccccc2)C1,8.538,1
CHEMBL606238,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cc(F)ccc2F)C1,8.569,1
CHEMBL1910304,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)ccc(CS(C)(=O)=O)c21,8.569,1
CHEMBL4111370,COCCCn1ccc2cnc(C(C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,7.481,1
CHEMBL2204734,CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1cccnc1.O=C(O)/C=C/C(=O)O,8.678,1
CHEMBL3403983,COCCCOc1cc(C(=O)N(C[C@H]2CNC[C@H]2OCc2ccccc2)C(C)C)ccc1OC,5.502,0
CHEMBL3561633,NCc1ccco1,3.523,0
CHEMBL301724,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)[C@@H](O)CCS(=O)(=O)C(C)C,5.796,0
CHEMBL2017103,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2c(Cl)cccc2Cl)on1,5.875,0
CHEMBL3674429,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(CC(C)C)c2cc(OCCCOC)c(C(C)C)cn2)C1,9.222,1
CHEMBL3318944,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OCC)c(CC)cn2)C2CC2)C1.Cl,9.222,1
CHEMBL3318940,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc3c(cc2F)OC(C)(C)C(=O)N3CCCOC)C2CC2)C1.Cl,8.523,1
CHEMBL3318941,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OCCCOC)c(C(C)C)cn2)C2CC2)C1.Cl,9.0,1
CHEMBL3318945,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OC)c(C(C)C)cn2)C2CC2)[C@@H]1O.Cl,8.699,1
CHEMBL74362,CCCc1nc(-c2cccnc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCCN)C(C)C)nnc12,7.108,1
CHEMBL371426,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3ccccc3c2)cc1,7.268,1
CHEMBL1910290,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(C)c(F)c2)C2CC2)cc(OCCOC)c1,6.87,1
CHEMBL535632,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC(=O)OC)C(C)C)ccc1OC.Cl,9.0,1
CHEMBL538094,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCN2CCC(OC)CC2)C(C)C)ccc1OC.Cl,8.301,1
CHEMBL536760,CC[C@H](NC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C)C(N)=O.Cl,9.097,1
CHEMBL535409,COCCCCc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCN2CCOCC2)C(C)C)C(C)C)ccc1OC.Cl,9.046,1
CHEMBL537210,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCC(=O)N(C)C)C(C)C)C(C)C)ccc1OC.Cl,8.155,1
CHEMBL537667,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC(N)=O)C(C)C)ccc1OC.Cl,8.523,1
CHEMBL559358,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,9.222,1
CHEMBL537876,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC[C@@H](C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,8.699,1
CHEMBL429642,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC#N)C(=O)C(C)(c1cc(F)cc(F)c1)O2,7.208,1
CHEMBL1818046,COCCCC[C@@](O)(c1ccccc1Oc1ccccc1C)[C@@H]1CCCN(C(=O)[C@@H]2CC[C@H](N)C2)C1,7.721,1
CHEMBL2419044,Cc1ccccc1N1CC(C)(C)N([C@H]2CNC[C@@H](C(=O)N[C@H](CC(C)C)c3ccc(F)cn3)C2)CC1=O.O=C(O)/C=C/C(=O)O,8.796,1
CHEMBL2419040,CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccc(F)cn1.O=C(O)/C=C/C(=O)O,9.0,1
CHEMBL454732,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,7.62,1
CHEMBL504403,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3Cl)[C@H]3CNC[C@@H](C2)N3)cc1,6.889,1
CHEMBL4113143,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)ccc1OCc1ccccc1,7.796,1
CHEMBL3909389,COCCCn1nc(C)c2c(Cl)cc([C@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,7.854,1
CHEMBL1276282,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(Cc3cccc(OC)c3C)C3CC3)[C@H]3CNC[C@@H](C2)N3)cc1,9.208,1
CHEMBL1946464,Cc1ccccc1Cc1c(C(=O)N2CCNCC2)c2ccccc2n1-c1ccsc1,6.64,1
CHEMBL3400434,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NCCc2ccccc2)C(C)C)ccc1OC,6.523,1
CHEMBL2204732,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1.O=C(O)/C=C/C(=O)O,8.886,1
CHEMBL1910286,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccccc2)C2CC2)cc(OCCOC)c1,6.498,1
CHEMBL2017112,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(OCC(O)CO)c2ccc(F)c(F)c2)c1Br,9.432,1
CHEMBL1790065,CC[C@@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1ccccc1)C(C)C)C(=O)N(C)c1ccccn1,8.071,1
CHEMBL4129207,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)cc2ccccc21,9.092,1
CHEMBL150414,COP(=O)(CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)OC,4.824,0
CHEMBL1092187,COCCc1ccc(Cl)c(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,9.721,1
CHEMBL1092524,Cc1cc(Cl)c(OCCCc2ccc(CC(CN)C(=O)N(Cc3cc(CCC#N)ccc3Cl)C3CC3)cc2)c(Cl)c1,9.569,1
CHEMBL4108291,COCCCCn1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2nccc(C)c21,8.921,1
CHEMBL3321913,COc1cc(CC(=O)NC(=N)NCc2ccc(Cl)c(Cl)c2)c([N+](=O)[O-])cc1OC,4.523,0
CHEMBL76697,CCCc1nc(-c2cccnc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCCN(C)C)C(C)C)nnc12,9.523,1
CHEMBL2048577,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2c(F)cccc2F)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,8.62,1
CHEMBL4078887,CCc1nc(N)cc(C)c1-c1ccc2c(c1)N(CCCOC)CCC2,6.309,1
CHEMBL284569,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCN1C(=O)CSc2cnccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCn1ccnc1,8.398,1
CHEMBL1910320,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccc(F)c(F)c2)c2cccc(F)c12)C1CC1,10.046,1
CHEMBL1910301,COCCCc1ccc(F)c2c(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)c[nH]c12,10.0,1
CHEMBL1910302,COCCCc1ccc(F)c2c(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)cn(CCCOC)c12,10.398,1
CHEMBL1910319,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccc(F)c2)c2cccc(F)c12)C1CC1,10.398,1
CHEMBL3633117,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCc2ccccc2)C(C)C)C(C)C)ccc1OC.Cl,7.939,1
CHEMBL4113935,C[C@H](c1ccc2ccccc2c1)N(C(=O)[C@H]1CNCCO1)C1CC1,7.886,1
CHEMBL3633133,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(-c3ccccn3)nn2)C(C)C)C(C)C)ccc1OC.Cl,8.824,1
CHEMBL1790062,CC[C@@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC1CCCCC1)NC(=O)[C@@H](CC(=O)O)NC(=O)COc1ccccc1)C(C)C)C(=O)N(C)c1ccccn1,9.469,1
CHEMBL3633128,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(C(C)(C)C)nn2)C(C)C)C(C)C)ccc1OC.Cl,8.155,1
CHEMBL1910299,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1c[nH]c2cccc(Br)c12)C1CC1,9.77,1
CHEMBL4072875,CCc1nc(N)cc(C)c1-c1cccc2cc[nH]c12,4.991,0
CHEMBL299870,CC(C)S(=O)(=O)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,7.119,1
CHEMBL590388,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cc(Cl)ccc2F)C1,8.678,1
CHEMBL589647,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cc(F)cc(F)c2)C1,8.921,1
CHEMBL94762,NC1CCN(C(=O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,9.409,1
CHEMBL94762,NC1CCN(C(=O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,9.42,1
CHEMBL4074387,CCc1nc(N)cc(C)c1-c1cc(F)cc2c(C)c[nH]c12,5.083,0
CHEMBL1234021,CCc1nc(N)nc(NCCNS(=O)(=O)c2ccc3ccccc3c2)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(C)O2,7.569,1
CHEMBL1796060,COCCNc1cc(Cl)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,8.149,1
CHEMBL1761519,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCOC)c1,8.301,1
CHEMBL1783183,CNCC(CC1CCCCC1)NC(=O)N1CCCC(C(O)(CCCCOC)c2cccc(Cl)c2)C1,9.328,1
CHEMBL3143425,CCOP(=O)(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)OCC,7.143,1
CHEMBL604248,CCC(=O)NCCC[C@@](O)(c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,7.678,1
CHEMBL1795906,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2cc(=O)n(C)c3ccccc23)C2CC2)cc(OCCOC)c1,7.886,1
CHEMBL1795906,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2cc(=O)n(C)c3ccccc23)C2CC2)cc(OCCOC)c1,7.409,1
